policy,task_id,sample_index,difficulty,passed,why_not,thinking_tokens,total_new_tokens,hit_limit
thinking_on,Mbpp/554,0,easy,False,NameError: name 'Split' is not defined,4096,4096,True
thinking_on,Mbpp/556,0,easy,False,TypeError: find_Odd_Pair() takes 1 positional argument but 2 were given,1688,1762,False
thinking_on,Mbpp/558,0,easy,True,,3445,3528,False
thinking_on,Mbpp/56,0,easy,True,,606,656,False
thinking_on,Mbpp/568,0,easy,False,NameError: name 'empty_list' is not defined,4096,4096,True
thinking_on,Mbpp/572,0,easy,False,NameError: name 'two_unique_nums' is not defined,4096,4096,True
thinking_on,Mbpp/100,1,easy,False,NameError: name 'next_smallest_palindrome' is not defined,4096,4096,True
thinking_on,Mbpp/101,1,easy,False,NameError: name 'kth_element' is not defined,4096,4096,True
thinking_on,Mbpp/106,1,easy,False,"TypeError: can only concatenate tuple (not ""list"") to tuple",783,804,False
thinking_on,Mbpp/111,1,easy,False,NameError: name 'common_in_nested_lists' is not defined,4096,4096,True
thinking_on,Mbpp/116,1,easy,False,NameError: name 'tuple_to_int' is not defined,4096,4096,True
thinking_on,Mbpp/123,1,easy,False,NameError: name 'amicable_numbers_sum' is not defined,4096,4096,True
thinking_on,Mbpp/135,1,easy,True,,3926,3967,False
thinking_on,Mbpp/142,1,easy,False,IndexError: list index out of range,611,730,False
thinking_on,Mbpp/165,1,easy,True,,2223,2292,False
thinking_on,Mbpp/17,1,easy,True,,448,471,False
thinking_on,Mbpp/232,1,easy,True,,683,725,False
thinking_on,Mbpp/235,1,easy,False,NameError: name 'even_bit_set_number' is not defined,4096,4096,True
thinking_on,Mbpp/238,1,easy,True,,883,916,False
thinking_on,Mbpp/242,1,easy,True,,2671,2691,False
thinking_on,Mbpp/253,1,easy,True,,429,473,False
thinking_on,Mbpp/260,1,easy,False,NameError: name 'newman_prime' is not defined,4096,4096,True
thinking_on,Mbpp/267,1,easy,False,TypeError: 'float' object cannot be interpreted as an integer,538,597,False
thinking_on,Mbpp/268,1,easy,False,NameError: name 'find_star_num' is not defined,4096,4096,True
thinking_on,Mbpp/276,1,easy,True,,1217,1248,False
thinking_on,Mbpp/277,1,easy,True,,908,943,False
thinking_on,Mbpp/282,1,easy,True,,1684,1720,False
thinking_on,Mbpp/283,1,easy,True,,667,783,False
thinking_on,Mbpp/297,1,easy,False,NameError: name 'flatten_list' is not defined,4096,4096,True
thinking_on,Mbpp/305,1,easy,False,NameError: name 'start_withp' is not defined,4096,4096,True
thinking_on,Mbpp/312,1,easy,True,,511,547,False
thinking_on,Mbpp/388,1,easy,False,NameError: name 'highest_Power_of_2' is not defined,4096,4096,True
thinking_on,Mbpp/389,1,easy,True,,722,823,False
thinking_on,Mbpp/390,1,easy,False,NameError: name 'add_string' is not defined,4096,4096,True
thinking_on,Mbpp/398,1,easy,False,NameError: name 'sum_of_digits' is not defined,4096,4096,True
thinking_on,Mbpp/413,1,easy,True,,750,778,False
thinking_on,Mbpp/419,1,easy,False,NameError: name 'round_and_sum' is not defined,4094,4094,False
thinking_on,Mbpp/421,1,easy,False,"TypeError: sequence item 2: expected str instance, int found",597,620,False
thinking_on,Mbpp/422,1,easy,True,,340,400,False
thinking_on,Mbpp/425,1,easy,True,,571,619,False
thinking_on,Mbpp/430,1,easy,False,NameError: name 'parabola_directrix' is not defined,4096,4096,True
thinking_on,Mbpp/435,1,easy,True,,1055,1079,False
thinking_on,Mbpp/437,1,easy,False,NameError: name 'remove_odd' is not defined,4096,4096,True
thinking_on,Mbpp/439,1,easy,True,,3573,3599,False
thinking_on,Mbpp/450,1,easy,True,,367,398,False
thinking_on,Mbpp/454,1,easy,True,,2867,2890,False
thinking_on,Mbpp/457,1,easy,False,SyntaxError: invalid syntax,814,905,False
thinking_on,Mbpp/465,1,easy,False,NameError: name 'drop_empty' is not defined,4096,4096,True
thinking_on,Mbpp/471,1,easy,True,,665,709,False
thinking_on,Mbpp/478,1,easy,True,,537,565,False
thinking_on,Mbpp/554,1,easy,True,,182,212,False
thinking_on,Mbpp/556,1,easy,False,"AssertionError: out: 30, exp: 25",632,713,False
thinking_on,Mbpp/558,1,easy,False,"AssertionError: out: 14, exp: 8",524,687,False
thinking_on,Mbpp/56,1,easy,True,,1135,1186,False
thinking_on,Mbpp/568,1,easy,True,,208,232,False
thinking_on,Mbpp/572,1,easy,False,NameError: name 'two_unique_nums' is not defined,4096,4096,True
thinking_on,Mbpp/100,2,easy,False,NameError: name 'next_smallest_palindrome' is not defined,4096,4096,True
thinking_on,Mbpp/101,2,easy,True,,405,429,False
thinking_on,Mbpp/106,2,easy,False,"TypeError: can only concatenate list (not ""tuple"") to list",268,293,False
thinking_on,Mbpp/111,2,easy,False,"AssertionError: out: {2, 3, 4, 5}, exp: {4, 5}",1177,1294,False
thinking_on,Mbpp/116,2,easy,False,NameError: name 'tuple_to_int' is not defined,4096,4096,True
thinking_on,Mbpp/123,2,easy,False,NameError: name 'amicable_numbers_sum' is not defined,4096,4096,True
thinking_on,Mbpp/135,2,easy,False,NameError: name 'hexagonal_num' is not defined,4096,4096,True
thinking_on,Mbpp/142,2,easy,False,IndexError: list index out of range,855,925,False
thinking_on,Mbpp/165,2,easy,False,NameError: name 'count_char_position' is not defined,4096,4096,True
thinking_on,Mbpp/17,2,easy,True,,155,178,False
thinking_on,Mbpp/232,2,easy,True,,2699,2750,False
thinking_on,Mbpp/235,2,easy,False,NameError: name 'even_bit_set_number' is not defined,4096,4096,True
thinking_on,Mbpp/238,2,easy,True,,426,467,False
thinking_on,Mbpp/242,2,easy,False,NameError: name 'count_charac' is not defined,4096,4096,True
thinking_on,Mbpp/253,2,easy,True,,350,379,False
thinking_on,Mbpp/260,2,easy,False,NameError: name 'newman_prime' is not defined,4096,4096,True
thinking_on,Mbpp/267,2,easy,False,TypeError: 'float' object cannot be interpreted as an integer,609,665,False
thinking_on,Mbpp/268,2,easy,False,"AssertionError: out: 81, exp: 73",3725,3752,False
thinking_on,Mbpp/276,2,easy,True,,1580,1611,False
thinking_on,Mbpp/277,2,easy,True,,2637,2672,False
thinking_on,Mbpp/282,2,easy,False,NameError: name 'sub_list' is not defined,4096,4096,True
thinking_on,Mbpp/283,2,easy,False,TypeError: '>' not supported between instances of 'int' and 'str',558,619,False
thinking_on,Mbpp/297,2,easy,True,,1775,1831,False
thinking_on,Mbpp/305,2,easy,False,NameError: name 'start_withp' is not defined,4096,4096,True
thinking_on,Mbpp/312,2,easy,True,,324,360,False
thinking_on,Mbpp/388,2,easy,False,NameError: name 'highest_Power_of_2' is not defined,4096,4096,True
thinking_on,Mbpp/389,2,easy,False,NameError: name 'find_lucas' is not defined,4096,4096,True
thinking_on,Mbpp/390,2,easy,False,NameError: name 'add_string' is not defined,4096,4096,True
thinking_on,Mbpp/398,2,easy,False,TypeError: '>' not supported between instances of 'list' and 'int',593,685,False
thinking_on,Mbpp/413,2,easy,True,,1426,1457,False
thinking_on,Mbpp/419,2,easy,True,,1203,1250,False
thinking_on,Mbpp/421,2,easy,False,NameError: name 'concatenate_tuple' is not defined,4093,4093,False
thinking_on,Mbpp/422,2,easy,True,,564,652,False
thinking_on,Mbpp/425,2,easy,True,,447,494,False
thinking_on,Mbpp/430,2,easy,False,NameError: name 'parabola_directrix' is not defined,4096,4096,True
thinking_on,Mbpp/435,2,easy,True,,473,497,False
thinking_on,Mbpp/437,2,easy,True,,614,651,False
thinking_on,Mbpp/439,2,easy,False,NameError: name 'multiple_to_single' is not defined,4096,4096,True
thinking_on,Mbpp/450,2,easy,True,,218,279,False
thinking_on,Mbpp/454,2,easy,True,,3587,3610,False
thinking_on,Mbpp/457,2,easy,True,,671,760,False
thinking_on,Mbpp/465,2,easy,False,"AssertionError: out: {'a': {'b': None, 'c': 'Yellow'}, 'e': {'f': None, 'g': 'Blue'}}, exp: {'a': {'b': None, 'c': 'Yellow'}, 'd': {}, 'e': {'f': None, 'g': 'Blue'}}",532,583,False
thinking_on,Mbpp/471,2,easy,True,,2975,3015,False
thinking_on,Mbpp/478,2,easy,False,NameError: name 'remove_lowercase' is not defined,4092,4092,False
thinking_on,Mbpp/554,2,easy,False,NameError: name 'Split' is not defined,4096,4096,True
thinking_on,Mbpp/556,2,easy,False,TypeError: find_Odd_Pair() takes 1 positional argument but 2 were given,986,1060,False
thinking_on,Mbpp/558,2,easy,False,"AssertionError: out: 14, exp: 8",916,1074,False
thinking_on,Mbpp/56,2,easy,False,NameError: name 'check' is not defined,4096,4096,True
thinking_on,Mbpp/568,2,easy,False,NameError: name 'empty_list' is not defined,4096,4096,True
thinking_on,Mbpp/572,2,easy,False,NameError: name 'two_unique_nums' is not defined,4096,4096,True
thinking_on,Mbpp/100,3,easy,False,NameError: name 'next_smallest_palindrome' is not defined,4096,4096,True
thinking_on,Mbpp/101,3,easy,True,,225,273,False
thinking_on,Mbpp/106,3,easy,False,NameError: name 'add_lists' is not defined,4096,4096,True
thinking_on,Mbpp/111,3,easy,False,NameError: name 'common_in_nested_lists' is not defined,4096,4096,True
thinking_on,Mbpp/116,3,easy,False,NameError: name 'tuple_to_int' is not defined,4096,4096,True
thinking_on,Mbpp/123,3,easy,False,NameError: name 'amicable_numbers_sum' is not defined,4096,4096,True
thinking_on,Mbpp/135,3,easy,False,ValueError: n must be a positive integer,497,636,False
thinking_on,Mbpp/142,3,easy,False,IndexError: list index out of range,644,708,False
thinking_on,Mbpp/165,3,easy,False,IndexError: list index out of range,2644,2814,False
thinking_on,Mbpp/17,3,easy,False,NameError: name 'square_perimeter' is not defined,4096,4096,True
thinking_on,Mbpp/232,3,easy,False,NameError: name 'larg_nnum' is not defined,4096,4096,True
thinking_on,Mbpp/235,3,easy,False,NameError: name 'even_bit_set_number' is not defined,4096,4096,True
thinking_on,Mbpp/238,3,easy,True,,1304,1340,False
thinking_on,Mbpp/242,3,easy,True,,3157,3177,False
thinking_on,Mbpp/253,3,easy,True,,337,381,False
thinking_on,Mbpp/260,3,easy,False,NameError: name 'newman_prime' is not defined,4096,4096,True
thinking_on,Mbpp/267,3,easy,False,TypeError: 'float' object cannot be interpreted as an integer,967,1018,False
thinking_on,Mbpp/268,3,easy,False,NameError: name 'find_star_num' is not defined,4096,4096,True
thinking_on,Mbpp/276,3,easy,False,NameError: name 'volume_cylinder' is not defined,4096,4096,True
thinking_on,Mbpp/277,3,easy,True,,488,523,False
thinking_on,Mbpp/282,3,easy,True,,3466,3502,False
thinking_on,Mbpp/283,3,easy,True,,1011,1087,False
thinking_on,Mbpp/297,3,easy,False,NameError: name 'flatten_list' is not defined,4096,4096,True
thinking_on,Mbpp/305,3,easy,False,IndexError: list index out of range,832,877,False
thinking_on,Mbpp/312,3,easy,True,,267,303,False
thinking_on,Mbpp/388,3,easy,False,NameError: name 'highest_Power_of_2' is not defined,4096,4096,True
thinking_on,Mbpp/389,3,easy,True,,714,794,False
thinking_on,Mbpp/390,3,easy,False,NameError: name 'add_string' is not defined,4096,4096,True
thinking_on,Mbpp/398,3,easy,False,ValueError: invalid literal for int() with base 10: '[',3563,3597,False
thinking_on,Mbpp/413,3,easy,False,NameError: name 'extract_nth_element' is not defined,4096,4096,True
thinking_on,Mbpp/419,3,easy,False,NameError: name 'round_and_sum' is not defined,4096,4096,True
thinking_on,Mbpp/421,3,easy,False,NameError: name 'concatenate_tuple' is not defined,4096,4096,True
thinking_on,Mbpp/422,3,easy,True,,4003,4057,False
thinking_on,Mbpp/425,3,easy,True,,474,523,False
thinking_on,Mbpp/430,3,easy,False,NameError: name 'parabola_directrix' is not defined,4096,4096,True
thinking_on,Mbpp/435,3,easy,False,"AssertionError: out: 3, exp: 7",224,263,False
thinking_on,Mbpp/437,3,easy,True,,431,468,False
thinking_on,Mbpp/439,3,easy,False,NameError: name 'multiple_to_single' is not defined,4096,4096,True
thinking_on,Mbpp/450,3,easy,True,,499,530,False
thinking_on,Mbpp/454,3,easy,False,NameError: name 'text_match_wordz' is not defined,4096,4096,True
thinking_on,Mbpp/457,3,easy,True,,639,731,False
thinking_on,Mbpp/465,3,easy,True,,440,474,False
thinking_on,Mbpp/471,3,easy,True,,442,486,False
thinking_on,Mbpp/478,3,easy,True,,433,462,False
thinking_on,Mbpp/554,3,easy,True,,325,355,False
thinking_on,Mbpp/556,3,easy,False,"AssertionError: out: 30, exp: 25",623,898,False
thinking_on,Mbpp/558,3,easy,False,"AssertionError: out: 14, exp: 8",510,688,False
thinking_on,Mbpp/56,3,easy,True,,501,547,False
thinking_on,Mbpp/568,3,easy,True,,531,551,False
thinking_on,Mbpp/572,3,easy,False,"AssertionError: out: [1, 2, 3, 4, 5], exp: [1, 4, 5]",597,696,False
thinking_on,Mbpp/581,0,easy,False,NameError: name 'surface_Area' is not defined,4096,4096,True
thinking_on,Mbpp/587,0,easy,False,NameError: name 'list_tuple' is not defined. Did you mean: 'list_to_tuple'?,210,276,False
thinking_on,Mbpp/589,0,easy,False,NameError: name 'perfect_squares' is not defined,4096,4096,True
thinking_on,Mbpp/592,0,easy,False,NameError: name 'comb' is not defined,1194,1278,False
thinking_on,Mbpp/596,0,easy,True,,385,409,False
thinking_on,Mbpp/602,0,easy,True,,527,576,False
thinking_on,Mbpp/607,0,easy,False,NameError: name 'find_literals' is not defined,4096,4096,True
thinking_on,Mbpp/608,0,easy,True,,1865,2105,False
thinking_on,Mbpp/615,0,easy,False,NameError: name 'average_tuple' is not defined,4096,4096,True
thinking_on,Mbpp/619,0,easy,False,NameError: name 'move_num' is not defined,4103,4103,True
thinking_on,Mbpp/620,0,easy,False,NameError: name 'largest_subset' is not defined,4096,4096,True
thinking_on,Mbpp/623,0,easy,False,NameError: name 'nth_nums' is not defined,4096,4096,True
thinking_on,Mbpp/63,0,easy,False,"AssertionError: out: 6, exp: 7",2043,2103,False
thinking_on,Mbpp/635,0,easy,False,IndexError: list index out of range,1156,1325,False
thinking_on,Mbpp/643,0,easy,False,NameError: name 'text_match_wordz_middle' is not defined,4096,4096,True
thinking_on,Mbpp/65,0,easy,False,TypeError: unsupported operand type(s) for +=: 'int' and 'NoneType',612,690,False
thinking_on,Mbpp/7,0,easy,False,NameError: name 'find_char_long' is not defined,4096,4096,True
thinking_on,Mbpp/726,0,easy,True,,1698,1735,False
thinking_on,Mbpp/734,0,easy,False,NameError: name 'sum_Of_Subarray_Prod' is not defined. Did you mean: 'sum_of_subarray_prods'?,566,639,False
thinking_on,Mbpp/737,0,easy,True,,424,464,False
thinking_on,Mbpp/739,0,easy,False,NameError: name 'find_Index' is not defined,4096,4096,True
thinking_on,Mbpp/74,0,easy,False,"AssertionError: out: True, exp: False",2034,2067,False
thinking_on,Mbpp/742,0,easy,False,NameError: name 'area_tetrahedron' is not defined,4096,4096,True
thinking_on,Mbpp/749,0,easy,False,"AssertionError: out: ['-500', '-12', '0', '4', '7', '12', '45', '100', '200'], exp: [-500, -12, 0, 4, 7, 12, 45, 100, 200]",438,465,False
thinking_on,Mbpp/75,0,easy,True,,377,430,False
thinking_on,Mbpp/757,0,easy,False,NameError: name 'count_reverse_pairs' is not defined,4096,4096,True
thinking_on,Mbpp/762,0,easy,True,,4027,4075,False
thinking_on,Mbpp/763,0,easy,False,NameError: name 'find_min_diff' is not defined,4096,4096,True
thinking_on,Mbpp/766,0,easy,False,NameError: name 'pair_wise' is not defined,4096,4096,True
thinking_on,Mbpp/767,0,easy,True,,916,1079,False
thinking_on,Mbpp/770,0,easy,True,,458,647,False
thinking_on,Mbpp/771,0,easy,False,"AssertionError: out: True, exp: False",598,739,False
thinking_on,Mbpp/772,0,easy,True,,436,485,False
thinking_on,Mbpp/773,0,easy,False,NameError: name 'occurance_substring' is not defined,4144,4144,True
thinking_on,Mbpp/778,0,easy,False,NameError: name 'pack_consecutive_duplicates' is not defined,4096,4096,True
thinking_on,Mbpp/785,0,easy,False,NameError: name 'tuple_str_int' is not defined,4096,4096,True
thinking_on,Mbpp/786,0,easy,False,"AssertionError: out: 0, exp: 2",901,989,False
thinking_on,Mbpp/787,0,easy,False,NameError: name 'text_match_three' is not defined,4096,4096,True
thinking_on,Mbpp/794,0,easy,False,NameError: name 'text_starta_endb' is not defined,4096,4096,True
thinking_on,Mbpp/796,0,easy,False,NameError: name 'return_sum' is not defined,4096,4096,True
thinking_on,Mbpp/87,0,easy,False,NameError: name 'merge_dictionaries_three' is not defined,4096,4096,True
thinking_on,Mbpp/88,0,easy,True,,435,461,False
thinking_on,Mbpp/9,0,easy,False,NameError: name 'find_Rotations' is not defined,4096,4096,True
thinking_on,Mbpp/90,0,easy,False,NameError: name 'len_log' is not defined,4096,4096,True
thinking_on,Mbpp/91,0,easy,False,NameError: name 'find_substring' is not defined,4096,4096,True
thinking_on,Mbpp/92,0,easy,False,NameError: name 'is_undulating' is not defined,4096,4096,True
thinking_on,Mbpp/94,0,easy,True,,670,701,False
thinking_on,Mbpp/95,0,easy,True,,638,681,False
thinking_on,Mbpp/98,0,easy,True,,754,797,False
thinking_on,Mbpp/99,0,easy,False,"AssertionError: out: b101, exp: -101",345,381,False
thinking_on,Mbpp/581,1,easy,False,NameError: name 'surface_Area' is not defined,4096,4096,True
thinking_on,Mbpp/587,1,easy,True,,3611,3685,False
thinking_on,Mbpp/589,1,easy,False,NameError: name 'perfect_squares' is not defined,4096,4096,True
thinking_on,Mbpp/592,1,easy,False,NameError: name 'sum_Of_product' is not defined. Did you mean: 'sum_of_product'?,1091,1191,False
thinking_on,Mbpp/596,1,easy,True,,449,473,False
thinking_on,Mbpp/602,1,easy,False,NameError: name 'first_repeated_char' is not defined,4096,4096,True
thinking_on,Mbpp/607,1,easy,False,NameError: name 'find_literals' is not defined,4096,4096,True
thinking_on,Mbpp/608,1,easy,False,NameError: name 'bell_Number' is not defined. Did you mean: 'bell_number'?,1823,2095,False
thinking_on,Mbpp/615,1,easy,False,AssertionError,1036,1170,False
thinking_on,Mbpp/619,1,easy,False,NameError: name 'move_num' is not defined,4099,4099,True
thinking_on,Mbpp/620,1,easy,False,NameError: name 'largest_subset' is not defined,4096,4096,True
thinking_on,Mbpp/623,1,easy,False,NameError: name 'nth_nums' is not defined,4096,4096,True
thinking_on,Mbpp/63,1,easy,False,"AssertionError: out: 0, exp: 15",1916,1976,False
thinking_on,Mbpp/635,1,easy,True,,958,1172,False
thinking_on,Mbpp/643,1,easy,False,NameError: name 'text_match_wordz_middle' is not defined,4096,4096,True
thinking_on,Mbpp/65,1,easy,False,NameError: name 'recursive_list_sum' is not defined,4096,4096,True
thinking_on,Mbpp/7,1,easy,False,"AssertionError: out: {'least', 'This', 'long', 'string', 'words', 'long.', 'with', 'characters', 'that', 'very'}, exp: {'least', 'This', 'long', 'string', 'words', 'with', 'characters', 'that', 'very'",3591,3624,False
thinking_on,Mbpp/726,1,easy,True,,3940,3977,False
thinking_on,Mbpp/734,1,easy,False,NameError: name 'sum_Of_Subarray_Prod' is not defined,4096,4096,True
thinking_on,Mbpp/737,1,easy,True,,539,595,False
thinking_on,Mbpp/739,1,easy,False,NameError: name 'find_Index' is not defined,4096,4096,True
thinking_on,Mbpp/74,1,easy,False,NameError: name 'is_samepatterns' is not defined,4096,4096,True
thinking_on,Mbpp/742,1,easy,False,NameError: name 'area_tetrahedron' is not defined,4096,4096,True
thinking_on,Mbpp/749,1,easy,False,"AssertionError: out: ['-500', '-12', '0', '4', '7', '12', '45', '100', '200'], exp: [-500, -12, 0, 4, 7, 12, 45, 100, 200]",1098,1125,False
thinking_on,Mbpp/75,1,easy,False,NameError: name 'find_tuples' is not defined,4096,4096,True
thinking_on,Mbpp/757,1,easy,False,NameError: name 'count_reverse_pairs' is not defined,4090,4090,True
thinking_on,Mbpp/762,1,easy,True,,3716,3862,False
thinking_on,Mbpp/763,1,easy,False,NameError: name 'find_min_diff' is not defined,4096,4096,True
thinking_on,Mbpp/766,1,easy,True,,3271,3308,False
thinking_on,Mbpp/767,1,easy,True,,526,599,False
thinking_on,Mbpp/770,1,easy,True,,456,497,False
thinking_on,Mbpp/771,1,easy,False,KeyError: ')',1765,1867,False
thinking_on,Mbpp/772,1,easy,True,,1227,1276,False
thinking_on,Mbpp/773,1,easy,False,"AssertionError: out: None, exp: ('', 0, 0)",487,551,False
thinking_on,Mbpp/778,1,easy,False,NameError: name 'pack_consecutive_duplicates' is not defined,4096,4096,True
thinking_on,Mbpp/785,1,easy,False,NameError: name 'tuple_str_int' is not defined,4096,4096,True
thinking_on,Mbpp/786,1,easy,False,NameError: name 'right_insertion' is not defined,4096,4096,True
thinking_on,Mbpp/787,1,easy,True,,631,678,False
thinking_on,Mbpp/794,1,easy,False,AssertionError,720,880,False
thinking_on,Mbpp/796,1,easy,True,,261,281,False
thinking_on,Mbpp/87,1,easy,True,,1291,1343,False
thinking_on,Mbpp/88,1,easy,True,,377,501,False
thinking_on,Mbpp/9,1,easy,False,NameError: name 'find_Rotations' is not defined,4096,4096,True
thinking_on,Mbpp/90,1,easy,True,,264,300,False
thinking_on,Mbpp/91,1,easy,True,,384,448,False
thinking_on,Mbpp/92,1,easy,False,"AssertionError: out: True, exp: False",807,905,False
thinking_on,Mbpp/94,1,easy,True,,758,850,False
thinking_on,Mbpp/95,1,easy,True,,456,493,False
thinking_on,Mbpp/98,1,easy,False,NameError: name 'multiply_num' is not defined,4096,4096,True
thinking_on,Mbpp/99,1,easy,False,"AssertionError: out: b101, exp: -101",446,487,False
thinking_on,Mbpp/581,2,easy,False,NameError: name 'surface_Area' is not defined,4096,4096,True
thinking_on,Mbpp/587,2,easy,True,,2309,2328,False
thinking_on,Mbpp/589,2,easy,False,NameError: name 'perfect_squares' is not defined,4096,4096,True
thinking_on,Mbpp/592,2,easy,False,NameError: name 'sum_Of_product' is not defined. Did you mean: 'sum_of_product'?,591,2153,False
thinking_on,Mbpp/596,2,easy,False,NameError: name 'sys' is not defined. Did you forget to import 'sys'?,360,381,False
thinking_on,Mbpp/602,2,easy,True,,395,444,False
thinking_on,Mbpp/607,2,easy,False,NameError: name 'find_literals' is not defined,4096,4096,True
thinking_on,Mbpp/608,2,easy,False,NameError: name 'bell_Number' is not defined,4096,4096,True
thinking_on,Mbpp/615,2,easy,False,AssertionError,693,814,False
thinking_on,Mbpp/619,2,easy,False,NameError: name 'move_num' is not defined,4096,4096,True
thinking_on,Mbpp/620,2,easy,False,SyntaxError: '[' was never closed,4010,4096,True
thinking_on,Mbpp/623,2,easy,False,NameError: name 'nth_nums' is not defined,4096,4096,True
thinking_on,Mbpp/63,2,easy,False,"AssertionError: out: 0, exp: 15",1462,1554,False
thinking_on,Mbpp/635,2,easy,True,,599,810,False
thinking_on,Mbpp/643,2,easy,False,NameError: name 'text_match_wordz_middle' is not defined,4096,4096,True
thinking_on,Mbpp/65,2,easy,False,NameError: name 'recursive_list_sum' is not defined,4096,4096,True
thinking_on,Mbpp/7,2,easy,False,"AssertionError: out: {'characters', 'long.', 'words', 'with', 'least', 'very', 'This', 'long', 'string', 'that'}, exp: {'characters', 'words', 'with', 'least', 'very', 'This', 'long', 'string', 'that'",700,738,False
thinking_on,Mbpp/726,2,easy,False,NameError: name 'multiply_elements' is not defined,4096,4096,True
thinking_on,Mbpp/734,2,easy,False,NameError: name 'sum_Of_Subarray_Prod' is not defined,4096,4096,True
thinking_on,Mbpp/737,2,easy,True,,466,505,False
thinking_on,Mbpp/739,2,easy,False,NameError: name 'find_Index' is not defined,4096,4096,True
thinking_on,Mbpp/74,2,easy,False,NameError: name 'is_samepatterns' is not defined,4096,4096,True
thinking_on,Mbpp/742,2,easy,False,NameError: name 'area_tetrahedron' is not defined,4096,4096,True
thinking_on,Mbpp/749,2,easy,False,"AssertionError: out: ['-500', '-12', '0', '4', '7', '12', '45', '100', '200'], exp: [-500, -12, 0, 4, 7, 12, 45, 100, 200]",673,696,False
thinking_on,Mbpp/75,2,easy,True,,423,466,False
thinking_on,Mbpp/757,2,easy,False,NameError: name 'count_reverse_pairs' is not defined,4096,4096,True
thinking_on,Mbpp/762,2,easy,True,,504,537,False
thinking_on,Mbpp/763,2,easy,False,TypeError: find_min_diff() takes 1 positional argument but 2 were given,413,503,False
thinking_on,Mbpp/766,2,easy,True,,2491,2528,False
thinking_on,Mbpp/767,2,easy,True,,586,659,False
thinking_on,Mbpp/770,2,easy,True,,477,548,False
thinking_on,Mbpp/771,2,easy,False,NameError: name 'check_expression' is not defined,4096,4096,True
thinking_on,Mbpp/772,2,easy,True,,611,660,False
